Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
31102444,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
31123068,00000521,false,Rx,0,6,00,05,FA,FF,FF,FF,00,00,
31201950,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
31202196,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
31202449,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
31204820,00000522,false,Rx,0,6,01,0D,C9,B3,05,00,00,00,
31301949,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
31302195,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
31302442,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
31362274,00000524,false,Rx,0,6,03,0A,E9,FF,FF,FF,00,00,
31401944,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
31402196,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
31402443,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
31431041,00000526,false,Rx,0,6,05,09,0C,00,00,00,00,00,
31453125,00000525,false,Rx,0,6,04,00,5E,00,00,00,00,00,
31501943,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
31502195,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
31502442,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
31558062,00000523,false,Rx,0,6,02,0A,E4,FF,FF,FF,00,00,
31601942,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
31602188,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
31602435,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
31701936,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
31702188,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
31702436,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
31719611,00000527,false,Rx,0,6,06,06,B6,2A,01,00,00,00,
31736687,00000521,false,Rx,0,6,00,06,F3,FF,FF,FF,00,00,
31796327,00000528,false,Rx,0,6,07,06,A6,1E,00,00,00,00,
31801937,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
31802183,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
31802436,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
31836598,00000522,false,Rx,0,6,01,0E,CE,B3,05,00,00,00,
31901934,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
31902185,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
31902430,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
32001930,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
32002180,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
32002425,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
32030417,00000524,false,Rx,0,6,03,0B,EA,FF,FF,FF,00,00,
32101931,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
32102176,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
32102427,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
32135691,00000526,false,Rx,0,6,05,0A,08,00,00,00,00,00,
32139414,00000525,false,Rx,0,6,04,01,5F,00,00,00,00,00,
32201929,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
32202175,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
32202422,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
32208030,00000523,false,Rx,0,6,02,0B,E4,FF,FF,FF,00,00,
32301924,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
32302177,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
32302423,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
32350448,00000521,false,Rx,0,6,00,07,FA,FF,FF,FF,00,00,
32401924,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
32402170,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
32402423,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
32442246,00000527,false,Rx,0,6,06,07,B6,2A,01,00,00,00,
32468418,00000522,false,Rx,0,6,01,0F,CE,B3,05,00,00,00,
32501924,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
32502173,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
32502419,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
32537133,00000528,false,Rx,0,6,07,07,A6,1E,00,00,00,00,
32601918,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
32602181,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
32602416,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
32698541,00000524,false,Rx,0,6,03,0C,F1,FF,FF,FF,00,00,
32701913,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
32702165,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
32702411,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
32801913,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
32802166,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
32802409,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
32825726,00000525,false,Rx,0,6,04,02,5E,00,00,00,00,00,
32840158,00000526,false,Rx,0,6,05,0B,07,00,00,00,00,00,
32858000,00000523,false,Rx,0,6,02,0C,E4,FF,FF,FF,00,00,
32901910,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
32902162,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
32902408,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
32963962,00000521,false,Rx,0,6,00,08,F3,FF,FF,FF,00,00,
33001911,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
33002163,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
33002409,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
33100206,00000522,false,Rx,0,6,01,00,BD,B3,05,00,00,00,
33101911,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
33102157,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
33102409,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
33164871,00000527,false,Rx,0,6,06,08,B6,2A,01,00,00,00,
33201905,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
33202157,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
33202409,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
33277912,00000528,false,Rx,0,6,07,08,A6,1E,00,00,00,00,
33301901,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
33302154,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
33302400,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
33366681,00000524,false,Rx,0,6,03,0D,F0,FF,FF,FF,00,00,
33401905,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
33402151,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
33402398,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
33501898,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
33502150,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
33502398,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
33507945,00000523,false,Rx,0,6,02,0D,E9,FF,FF,FF,00,00,
33512004,00000525,false,Rx,0,6,04,03,5E,00,00,00,00,00,
33544584,00000526,false,Rx,0,6,05,0C,FF,FF,FF,FF,00,00,
33577587,00000521,false,Rx,0,6,00,09,F5,FF,FF,FF,00,00,
33601898,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
33602144,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
33602398,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
33701896,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
33702142,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
33702395,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
33731994,00000522,false,Rx,0,6,01,01,D9,B3,05,00,00,00,
33801892,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
33802145,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
33802392,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
33887507,00000527,false,Rx,0,6,06,09,B6,2A,01,00,00,00,
33901889,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
33902144,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
33902391,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
34001886,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
34002139,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
34002385,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
34018707,00000528,false,Rx,0,6,07,09,A6,1E,00,00,00,00,
34034802,00000524,false,Rx,0,6,03,0E,F0,FF,FF,FF,00,00,
34101886,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
34102139,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
34102385,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
34157913,00000523,false,Rx,0,6,02,0E,EF,FF,FF,FF,00,00,
34191216,00000521,false,Rx,0,6,00,0A,FB,FF,FF,FF,00,00,
34198297,00000525,false,Rx,0,6,04,04,5E,00,00,00,00,00,
34201883,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
34202137,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
34202384,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
34248888,00000526,false,Rx,0,6,05,0D,09,00,00,00,00,00,
34301884,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
34302129,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
34302382,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
34363783,00000522,false,Rx,0,6,01,02,E8,B3,05,00,00,00,
34401881,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
34402140,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
34402375,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
34501880,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
34502126,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
34502376,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
34601879,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
34602125,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
34602375,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
34610102,00000527,false,Rx,0,6,06,0A,B6,2A,01,00,00,00,
34701876,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
34702122,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
34702373,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
34702897,00000524,false,Rx,0,6,03,0F,E6,FF,FF,FF,00,00,
34759481,00000528,false,Rx,0,6,07,0A,A6,1E,00,00,00,00,
34801874,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
34802119,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
34802372,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
34805225,00000521,false,Rx,0,6,00,0B,F5,FF,FF,FF,00,00,
34807862,00000523,false,Rx,0,6,02,0F,EF,FF,FF,FF,00,00,
34884572,00000525,false,Rx,0,6,04,05,5E,00,00,00,00,00,
34901870,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
34902122,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
34902368,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
34953534,00000526,false,Rx,0,6,05,0E,06,00,00,00,00,00,
34995551,00000522,false,Rx,0,6,01,03,D5,B3,05,00,00,00,
35001871,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
35002116,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
35002376,00000102,false,Rx,0,8,01,90,01,00,00,01,00,00,
35101864,00000100,false,Rx,0,8,00,00,00,00,9A,01,C8,00,
35102116,00000101,false,Rx,0,8,00,FF,FE,00,00,00,00,00,
