Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
327506946,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
327522690,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
327522931,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
327582049,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
327622139,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
327622369,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
327657077,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
327721728,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
327721966,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
327731963,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
327807100,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
327821323,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
327821553,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
327882129,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
327920992,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
327921225,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
327957070,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
328020660,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
328020901,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
328032052,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
328106991,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
328120130,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
328120360,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
328182087,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
328219753,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
328219992,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
328258188,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
328319309,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
328319538,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
328332044,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
328407057,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
328418944,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
328419195,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
328481996,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
328519690,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
328519696,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
328556992,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
328618201,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
328618433,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
328632031,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
328707010,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
328717828,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
328718058,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
328782100,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
328817309,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
328817537,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
328856965,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
328916969,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
328917202,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
328931981,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
329006982,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
329016659,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
329016900,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
329082021,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
329116266,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
329116497,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
329156965,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
329215845,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
329216075,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
329231981,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
329307018,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
329315342,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
329315572,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
329382032,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
329414921,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
329415151,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
329457086,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
329514622,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
329514870,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
329531971,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
329607056,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
329614205,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
329614457,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
329682012,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
329713864,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
329714094,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
329756945,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
329813314,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
329813543,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
329832020,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
329907010,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
329912991,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
329913223,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
329982049,00000101,false,Rx,0,8,00,FF,5A,3C,00,03,00,00,
330012711,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
330012716,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
330057013,00000102,false,Rx,0,8,02,8A,01,00,00,09,63,00,
330112085,00000108,false,Rx,0,8,00,F4,01,7D,90,01,00,00,
330112315,00000109,false,Rx,0,8,02,00,00,00,00,24,FF,5A,
330132023,00000100,false,Rx,0,8,00,00,00,00,90,01,64,00,
